hotel_id,name,dcode,dname,tel,address,url,room,grade,name_e,lat,lon
100101,โรงแรม นูโว ซืตี้,1001,เขตพระนคร,0 2282 7500,2 ถนน สามเสนซอย 2 แขวงบางลำพู เขตพระนคร กรุงเทพฯ 10200,www.nouvocityhotel.com,72,4,Nouvo City Hotel,13.76281762,100.4993206
100102,โรงแรม ศิริ เฮอริเทจ แบงค็อก,1001,เขตพระนคร,0 2224 0095,10 ซอยศิริอำมาตย์ แขวงศาลเจ้าพ่อเสือ เขตพระนคร กรุงเทพฯ 10200,www.siriheritagebangkok.com/blank,-,3,SiRi Heritage Bangkok Hotel,13.75551166,100.4966941
100103,โรงแรม ไอบิส สไตล์ กรุงเทพ ข้าวสาร เวียงใต้,1001,เขตพระนคร,0 2280 5434,42 ซอยรามบุตรี ถนนตานี แขวงตลาดยอด เขตพระนคร กรุงเทพ 10200,www.facebook.com/ibisStylesKhaosan/,-,3,ibis Styles Bangkok Khaosan Viengtai,13.75993547,100.4976007
100104,โรงแรม ศิริ โอเรียนเต็ล แบงค็อก โฮเต็ล,1001,เขตพระนคร,0 2622 2935,120 ถนน บุญศิริ แขวง ศาลเจ้าพ่อเสือ เขตพระนคร กรุงเทพมหานคร 10200,www.facebook.com/TWHBKK/,-,3,Siri Oriental Bangkok Hotel,13.75442029,100.4977876
100105,โรงแรม ศิริ พอชเทล แบงค็อก,1001,เขตพระนคร,09 4481 1681,114 ถนนแพร่งสรรพศาสตร์ แขวงศาลเจ้าพ่อเสือ เขตพระนคร กรุงเทพฯ,www.facebook.com/siriposhtelbangkok/,-,3,SiRi Poshtel Bangkok,13.75315555,100.4976593
100401,โรงแรม รอยัล ออคิด เชอราตัน โฮเทล แอนด์ ทาวเวอร์,1004,เขตบางรัก,0 2665 3165,2 ถนนเจริญกรุง ซอย 30 แขวงสี่พยา เขตบางรัก กรุงเทพฯ 10500,www.marriott.com/en-us/hotels,755,5,Royal Orchid Sheraton Hotel & Towers,13.72919466,100.5135312
100402,โรงแรม แชงกรี - ลา,1004,เขตบางรัก,0 2236 7777,89 ซอยวัดสวนพูล แขวงบางรัก เขตบางรัก กรุงเทพฯ 10500,www.shangri-la.com/bangkok,890,5,Shangri-La Hotel Bangkok,13.72150849,100.513972
100403,โรงแรม พูลแมน จี กรุงเทพ,1004,เขตบางรัก,0 2352 4000,188 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพฯ 10500,www.pullmanbangkokhotelg.com/th/,469,5,Pullman Bangkok Hotel G,13.72622627,100.5258467
100404,โรงแรม ฮอลิเดย์ อินน์ กรุงเทพฯ สีลม,1004,เขตบางรัก,0 2207 4300,981 ถนน สีลม แขวงสีลม เขตบางรัก กรุงเทพ  10500,www.ihg.com/holidayinn/hotels/us/en/bangkok/bnkth,727,4,Holiday Inn Bangkok Silom,13.72246627,100.5199234
100405,โรงแรม นารายณ์,1004,เขตบางรัก,0 2237 0100,222 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพ 10500,https://www.naraihotel.co.th/,500,4,Narai Hotel,13.72596361,100.5244674
100406,โรงแรม แบงค็อก แมริออท เดอะ สุรวงศ์,1004,เขตบางรัก,0 2088 5666,262 ซอยสุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพฯ 10500,www.marriott.com,-,5,Bangkok Marriott Hotel The Surawongse,13.72742342,100.5222762
100407,โรงแรม โซ แบงคอก,1004,เขตบางรัก,0 2624 0000,2 ถนนสาธรเหนือ แขวงสีลม เขตบางรัก กรุงเทพ 10500,https://www.so-bangkok.com/th/,-,5,So Bangkok,13.72620945,100.5431001
100408,โรงแรม บัญดารา สวีท สีลม กรุงเทพฯ,1004,เขตบางรัก,0 2266 0505,75/1 ซอยศาลาแดง 1 ถนนศาลาแดง แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,www.bandaragroup.com/bandara-suites-silom-bangkok,-,4,"Bandara Suites Silom, Bangkok",13.72587818,100.5382437
100409,โรงแรม ฮอลิเดย์ อินน์ เอ็กซ์เพรส กรุงเทพ สาทร,1004,เขตบางรัก,0 2660 2800,51 ซอยพิพัฒน์ แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,www.ihg.com/holidayinnexpress/hotels/th/th/bangkok,-,3,Holiday Inn Express Bangkok Sathorn,13.72402677,100.5307053
100410,โรงแรม เดอะรายา สุรวงศ์ กรุงเทพ,1004,เขตบางรัก,0 2238 0969,24-30 ซอยสุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพฯ 10500,https://therayabangkok.com/en/,-,3,The Raya Surawong Bangkok Hotel,13.73052276,100.5326891
100601,โรงแรม อเล็กซานเดอร์ กรุงเทพฯ,1006,เขตบางกะปิ,0 2715 8888,1 ซอยรามคำแหง 83/3 (อเล็กซานเดอร์) แขวงหัวหมาก เขตบางกะปิ กรุงเทพฯ 10240,www.alexanderhotel.co.th,308,3,Alexander Hotel Bangkok,13.76373857,100.6385581
100602,โรงแรม เดอะ แกรนด์ โฟร์วิงส์ คอนเวนชั่น โฮเทล,1006,เขตบางกะปิ,0 2378 8000,333 ถนนศรีนครินทร์ แขวงหัวหมาก เขตบางกะปิ กรุงเทพ 10240,https://www.grandfourwings.com/,450,4,The Grand Fourwings Convention Hotel Bangkok,13.75437103,100.647185
100603,โรงแรม เดอะ พันธุ์ทิพย์ โฮเต็ล ลาดพร้าว,1006,เขตบางกะปิ,0 2184 4899,"3191,38 ซอยลาดพร้าว 127 แขวงคลองจั่น เขตบางกะปิ กรุงเทพฯ 10240",www.thepantiphotels.com/th,-,3,The Pantip Hotel Ladprao Bangkok,13.76711971,100.6465991
100701,โรงแรม คอนราด กรุงเทพ,1007,เขตปทุมวัน,0 2690 9999,87/3 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม. 10330,www.hilton.com/en/conrad/,500,5,Conrad Bangkok Hotel,13.73928288,100.548447
100702,โรงแรม อินเตอร์คอนติเนนตัล กรุงเทพฯ,1007,เขตปทุมวัน,0 2656 0444,973 ถนน เพลินจิต แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,https://bangkok.intercontinental.com/,381,5,InterContinental Bangkok,13.74466065,100.5413252
100703,โรงแรม ปทุมวัน ปริ๊นเซส,1007,เขตปทุมวัน,0 2216 3700,444 MBK Center ถนนพญาไท แขวงวังใหม่ เขตปทุมวัน กรุงเทพฯ 10330,www.pprincess.com,455,5,Pathumwan Princess Hotel,13.74328667,100.5297114
